Topic,Group ID,Documents,Words
Topic 00,1978,0.18277282437803843,12.562159193339138
Topic 00,1979,0.6093211754920448,39.99258460477704
Topic 00,1980,0.4408388479841481,13.852361799435725
Topic 00,1981,0.6029429750990116,30.992190274675313
Topic 00,1982,0.9674798820978688,85.04043033320922
Topic 00,1983,1.0673707916292792,25.625335199735076
Topic 00,1984,1.3613517118277723,76.60747804235854
Topic 00,1985,0.31085016645259167,20.77728079872208
Topic 00,1986,0.5408061067745853,34.452485978734515
Topic 00,1987,0.8403335936647617,39.735310624426205
Topic 00,1988,0.3103263205190992,27.44122650267947
Topic 00,1989,0.7636872897666416,55.675726313112726
Topic 00,1990,0.5427619986423566,23.382108206162908
Topic 00,1991,1.1704273327300971,78.00311143208211
Topic 00,1992,0.23126499755990088,12.759530706069771
Topic 00,1993,0.18776695224037354,15.634734237673527
Topic 00,1994,0.0807515134244306,7.198344201077734
Topic 00,1995,0.4114461297594081,36.32516016151034
Topic 00,1996,0.3435179552490214,22.380971638646955
Topic 00,1997,0.7033762457414767,60.64661831290359
Topic 00,1998,1.1514201895416485,52.7420376678138
Topic 00,1999,3.170649801923281,171.04958048233553
Topic 00,2000,1.8617112754666338,98.57410693088262
Topic 00,2001,2.2695649128529407,186.54652504278232
Topic 00,2002,1.8045612774585345,97.07040964333846
Topic 00,2003,2.34041139892084,218.29333062700192
Topic 00,2004,1.2082199880833007,129.74534406341903
Topic 00,2005,2.3227672657101834,221.44269081556928
Topic 00,2006,1.2918754480151888,124.73336607175035
Topic 00,2007,2.7972809517313286,338.4318041190199
Topic 00,2008,2.6157268412372443,216.83908227149357
Topic 01,1978,0.1922742434902554,10.501845437601023
Topic 01,1979,0.07492946833074274,5.2918894752124395
Topic 01,1980,0.0701125966410264,5.450333181696862
Topic 01,1981,0.007768722118862423,0.3912389060110522
Topic 01,1982,0.6549331319728101,48.544727398128096
Topic 01,1983,0.31172002580172614,30.866027516788336
Topic 01,1984,0.011677934691347274,0.581775696713617
Topic 01,1985,0.32773760945321306,26.345512735994078
Topic 01,1986,0.25919719910814343,26.01939552817469
Topic 01,1987,0.0064434696273768305,0.46784621755096
Topic 01,1988,0.22974916096737297,13.362080120926393
Topic 01,1989,0.23949166205447298,14.66287067289499
Topic 01,1990,0.1675385184159993,7.362311518336837
Topic 01,1991,0.6483912020019218,63.55187851096141
Topic 01,1992,1.2484507216365879,78.83362965006279
Topic 01,1993,1.0661756454651428,106.04404663606387
Topic 01,1994,0.556303113669595,44.384974455515035
Topic 01,1995,0.28459424514989823,21.49040140990148
Topic 01,1996,1.1912106501959427,120.61646868404843
Topic 01,1997,1.7864050878792732,132.2230113092981
Topic 01,1998,2.4507535839916126,222.13022534276055
Topic 01,1999,0.47347712601737124,57.13835329756403
Topic 01,2000,1.9477274193294967,158.31988409691834
Topic 01,2001,1.7939202803207208,186.4089483251003
Topic 01,2002,1.3672029123897909,126.60421362243788
Topic 01,2003,0.8670365417307979,90.5951061676436
Topic 01,2004,0.8972930889594876,97.898980512186
Topic 01,2005,1.5162692215770113,151.62428785879482
Topic 01,2006,4.17505403599303,526.5153914327274
Topic 01,2007,4.47013143685599,420.2868742536508
Topic 01,2008,5.019142810798424,552.7491910297312
Topic 02,1978,0.38239425217995715,19.17727008898707
Topic 02,1979,0.8217413456445953,64.21844619041448
Topic 02,1980,0.3727573570332666,23.37887889782348
Topic 02,1981,0.6744825850777042,51.985790137296036
Topic 02,1982,1.0261448248338108,75.2064149339571
Topic 02,1983,0.5002126635190581,23.117364704023434
Topic 02,1984,0.5474548597641538,23.251957844792315
Topic 02,1985,1.1292651429681941,81.85681440383692
Topic 02,1986,0.34394084474339215,28.16279957058955
Topic 02,1987,0.48018992302733343,33.3466838637729
Topic 02,1988,0.45406558126620256,27.628856997656094
Topic 02,1989,1.1617574603909637,107.38587009909061
Topic 02,1990,0.5575822441807364,47.50375249252141
Topic 02,1991,0.8941670451335427,60.003784656935224
Topic 02,1992,0.8175755810565137,74.17085103358002
Topic 02,1993,0.36802723990404196,34.03447098083424
Topic 02,1994,0.8888414478684411,71.18477892980245
Topic 02,1995,1.2760803298707908,103.72539671260478
Topic 02,1996,1.6085182474565802,143.88334207397455
Topic 02,1997,1.4463548165685884,113.92686816095055
Topic 02,1998,1.6802579601604544,165.2177874806512
Topic 02,1999,0.6315492357165462,42.433240736089516
Topic 02,2000,0.9165822102098624,86.19452605644445
Topic 02,2001,1.5938851073768023,178.5692943644845
Topic 02,2002,0.11942655137176553,10.536924402134149
Topic 02,2003,1.559408958580727,152.3982370899053
Topic 02,2004,0.47376713892379446,48.701970426213336
Topic 02,2005,0.9567991897099053,104.9511644129677
Topic 02,2006,0.47332546658281976,37.09878449840151
Topic 02,2007,1.6740066357311556,123.184595586493
Topic 02,2008,2.4091387753086257,279.2390297612345
Topic 03,1978,0.29811169150461564,16.65202478511577
Topic 03,1979,1.5556311624879307,79.43836929812576
Topic 03,1980,0.20454598052527634,13.415643605854854
Topic 03,1981,0.5732776523262757,31.65263072436001
Topic 03,1982,0.5812817869734375,19.71423657260888
Topic 03,1983,2.254550038296707,224.47306959224238
Topic 03,1984,0.6335308329893717,50.18656469695905
Topic 03,1985,1.865553103211546,175.2478871723473
Topic 03,1986,1.586628459592628,154.5521170075722
Topic 03,1987,1.0828431467024924,56.39393932681702
Topic 03,1988,0.6907295632179868,41.94430865389744
Topic 03,1989,0.36766122133423434,22.060800789844002
Topic 03,1990,1.5714231495515076,123.76339222486699
Topic 03,1991,1.2807278192745615,150.31138038134605
Topic 03,1992,0.24773416292394176,7.815539756531088
Topic 03,1993,1.024850085577523,112.05078433731629
Topic 03,1994,2.021596816718774,150.17862332419148
Topic 03,1995,0.9271565374507542,75.81653347958559
Topic 03,1996,0.2972835101819103,11.171075817190907
Topic 03,1997,0.2692483204843666,18.42607680795147
Topic 03,1998,0.37875641226444345,33.713320225188255
