JString(10239984258),2.8631132680758965E-4,2.469494351600356E-4,0.007367139687881608,4.3101483323332296E-4,3.0466308491997865E-4,2.578269829653965E-4,2.6308709809442707E-4,0.41263875150516977,2.7698409694216526E-4,0.3265997382551853,2.884548626872191E-4,2.558663398449951E-4,3.279723153171343E-4,0.1793993061144204,0.026707546640211705,4.1987421861996164E-4,3.622946658955152E-4,3.5526439204161986E-4,3.9383041249772073E-4,2.809856438353473E-4,0.034869369974875844,3.4339552032365756E-4,2.7965123849822373E-4,2.8731184078519483E-4,0.0024700750180440233,2.5209779614740365E-4,3.492994165117333E-4,2.3985758398795847E-4,2.745748849236589E-4,0.003170504814171404
JString(10240791063),3.412621638211921E-4,6.739942933098634E-6,6.726237432278221E-6,3.1013930168786373E-4,5.57443956757547E-6,0.9932058405158417,1.4967792262511503E-4,5.086125067349053E-6,8.074076417190456E-6,0.002029972156090393,5.554963419962763E-6,2.781855973497616E-4,4.238248836707381E-4,6.817912033771655E-6,5.790425336325686E-6,6.610943413650773E-6,0.0011693464703308577,2.1890658589480395E-5,6.557602527313955E-4,4.782769193017526E-6,3.1427553678486865E-4,2.7937321035482603E-4,5.7140028612025755E-6,5.406691987154737E-6,5.016836121096894E-6,3.154781455826886E-4,6.568312403113573E-6,9.549385248377013E-5,4.90069133084525E-6,3.2011496253801027E-4
JString(10255459398),-7.815974562375164E-6,-6.390363281226372E-4,1.7850508352887837E-4,-1.22056534630682E-5,1.0089270922052502,-0.0011605680790200603,-6.301749677556584E-4,-7.459364611887745E-6,-8.267001397903027E-6,-0.002884505823701725,-0.0011048247619264771,-2.2822827450018805E-5,-7.891989556464374E-4,-7.812083032267615E-4,-9.531792402092819E-6,-7.672790640122925E-6,-1.3949489939656448E-5,-5.381590057189518E-4,-5.19839300842213E-6,5.276760329522149E-5,-6.132286526510575E-4,-1.1808028230039923E-5,-9.682644730253472E-6,1.3443317262096786E-4,-1.1654201285826103E-5,-8.919468901658626E-6,-1.0632453362567991E-5,-9.994668575902222E-6,1.101100806548262E-5,-5.2894424296453216E-6
JString(10255930511),1.864739263131923E-5,0.14278683058843564,3.657837956874119E-4,1.758170535939786E-4,0.25375457729690126,0.002470983560249631,2.001929142937225E-5,1.8324326859701305E-5,2.2710038436577957E-5,2.635927215704827E-4,0.0033725536172252908,8.10733204904311E-5,1.7454298480973042E-4,2.1203088573155446E-5,2.0755368202164417E-5,2.0177135093912616E-5,3.052042474222976E-4,2.349984873839532E-5,0.0014153882915894798,2.6111850467843527E-5,1.5927944616217027E-4,3.2316589781451914E-5,1.973008259972294E-5,3.1146713450740836E-4,2.3986935251661306E-5,1.8982188790935378E-5,3.2700173770152085E-5,1.608128984452342E-5,1.8604788447757417E-5,0.5940090555524362
JString(10268857013),-2.1548788709905066E-5,-4.0156501778264064E-4,-1.1634622033566464E-5,-3.317211380369158E-4,-4.967084954268414E-4,-1.023795833413627E-5,-1.0673224736597266E-5,-7.543190637245746E-5,-1.2900966305062871E-5,-4.0422675417161875E-4,-1.9230638131944178E-5,-1.0479309277396842E-5,1.007537557660019,-3.7256533746555705E-5,-1.572918154013342E-5,-4.212483278585651E-4,-7.22587548431999E-4,1.561711159370084E-4,-7.535364288959006E-6,-0.0021691903076864446,-6.754750417721738E-4,-4.115400774109166E-5,-4.5177531086463207E-4,-6.441597216642204E-4,-2.636294449273334E-4,-1.0043481775552619E-5,-1.654297124489836E-4,-2.649105357559673E-4,9.978544239075026E-5,-9.703087852509261E-5
JString(10286758830),8.296083204149295E-5,0.0021574259298681887,9.813015003669356E-5,1.2602355853557262E-4,0.2110234642477725,8.18464714492907E-5,7.656988467225046E-5,8.08416053861434E-5,1.0112793658812542E-4,5.689453152939406E-5,0.018156411726200767,7.544568315536711E-5,1.4242421640354994E-4,1.186739858544896E-4,1.1278515381591394E-4,8.155199489134496E-5,1.4356217880145898E-4,2.0395166545779928E-4,0.3824475687189771,8.912872725544359E-5,1.372105586013786E-4,1.0570526631939243E-4,9.376013917626356E-5,0.004557137780294966,9.679550085410926E-5,7.881254198562144E-5,0.3792208164484748,7.145290786748881E-5,8.178280842698165E-5,9.973684930624828E-5
JString(10287678432),1.0919445573674852E-5,-1.5452658685839196E-5,-1.0993667906215957E-5,-4.908378141347161E-4,-1.3857598021640376E-5,-3.0334522177727314E-4,-1.242086318138428E-5,-8.425592341383172E-4,-4.972700784448616E-4,7.285829993335417E-4,3.993409028863746E-6,-6.301009463690466E-4,-1.1921428804288664E-5,-8.885193701105781E-4,-5.794730417853667E-4,4.1254662528760985E-4,-1.3245835558708819E-5,-1.722679435249567E-4,-1.9451636178632944E-5,-1.6098018994153036E-5,-1.2595088601340061E-5,-1.353190680187427E-6,8.164464260143714E-4,-1.1011516495093104E-5,1.0038086655598264,-1.8101562477486796E-5,-3.34280187335899E-6,-2.513736071083873E-4,-6.332698980924038E-6,-9.592286412319602E-4
JString(10287773768),2.0443292545275592E-5,0.41876079569685476,0.0011083555260307273,1.5843565921520243E-4,1.8549140479549656E-5,3.4992079129456924E-4,9.77723881972215E-4,0.0022323624278323298,2.107314074566257E-5,0.321807757222444,2.286062996002457E-4,1.0179235128820892E-4,2.390804165680734E-4,2.551354422915962E-4,2.479155291720043E-5,1.9792283298809324E-5,0.001341052318597932,0.0010094609282029923,1.2987229873602723E-5,1.6880798786944376E-5,1.8888685581949793E-4,2.0147437572592793E-5,9.90225240279182E-4,2.0736842622026908E-5,6.499820642479514E-4,0.0023064395731605064,2.649983944360699E-5,1.968354791982813E-5,3.550952597287244E-4,0.2467173069383663
JString(10294219761),3.265814500003472E-5,6.208441075852164E-5,2.2132757640790648E-5,3.247582696244386E-4,2.893086522802645E-5,0.3606769422090303,3.34149018418364E-5,2.559405196387486E-5,3.17366768288429E-5,0.0010401417970681251,6.35911882892293E-4,0.0022595085267032473,0.2645454595482228,5.555844565139307E-5,5.6264637756182576E-5,2.8771749728656246E-5,0.00482952138760224,0.1169769588230863,5.155834212032318E-4,1.5168708930240446E-4,0.24662477697993754,3.155164433880129E-5,2.8033055747504656E-5,2.5229904767087967E-5,3.255042462136167E-5,6.308255665297559E-5,3.352917464855211E-5,2.1663156795408738E-5,2.781839250886434E-4,5.277795802686497E-4
JString(10296807551),1.3101655702344245E-4,5.190144521248432E-4,1.1209382766324377E-4,9.968994098472612E-5,1.6717847027488523E-4,5.6819106912384354E-5,1.9094421427673242E-4,6.170370543402855E-5,0.012140724706533546,5.645338780857524E-5,6.532316908251634E-5,2.3706154010261587E-4,8.255932938277513E-5,7.345909335574352E-5,7.077190239767086E-5,6.248621311543364E-5,7.982200619221166E-5,7.864418413916721E-5,5.176971660436054E-5,0.9846842026047207,6.791935433337126E-5,7.276779559999812E-5,6.363958032422467E-5,2.502102952353232E-4,6.548981669172234E-5,9.489086001127545E-5,7.789700119489727E-5,5.7512539589634585E-5,6.387684333193064E-5,1.6405778555834074E-4
