1,6.862597594354809E-5,1.8392458205458716E-5,9.152851503725102E-5,5.602936973787639E-5,8.640587468014928E-5,7.705374391454589E-5,0.012116764868613948,0.00127939358049129,1.4480801087670867E-4,0.7024036199238406,2.952660494031988E-4,1.12668945591149E-4,4.095650432233665E-4,0.16408658690362665,2.1603301797580433E-4,2.517383197694091E-5,8.020974715504347E-5,4.6517888761940564E-5,5.728998040196699E-5,3.672314218497323E-4,0.002088777676884278,1.3380852431742502E-4,1.3317132433898868E-4,1.4942032702447682E-4,3.210192393817384E-4,1.4707485215238722E-4,5.5529003078328075E-5,4.334222228824451E-5,1.999326960469556E-4,0.11468875898318061
2,1.3752516809605853E-4,2.0912004863519798E-4,1.5912270501933925E-4,6.927259719774534E-5,1.2894106920045386E-4,2.1052291516189612E-4,1.0983021973278277E-4,3.3580842971822617E-4,1.5629785512962E-4,0.1305289084895197,0.0010345448202218894,6.512652857260798E-5,1.3883460942618327E-4,0.05815349878169852,8.495179058356851E-5,1.050801863426972E-4,3.4195842601984056E-5,4.521811954724148E-5,3.497669222519846E-5,0.00523304355342346,1.513584666495223E-4,7.308993751967245E-5,1.8437948547234364E-4,2.8053470899709638E-5,4.994198282876209E-4,0.6634415245702776,5.348755670408944E-5,2.9324805287534097E-5,7.044968328068677E-5,0.13849409177356686
3,4.687440279994239E-5,2.1134014975686318E-5,8.304725733238944E-4,9.94641878992115E-4,6.280631362007788E-4,2.1580631897772008E-4,6.022926465524289E-5,1.3613709848978215E-5,2.5716077047167353E-4,0.8016753281558687,0.07603765281946531,6.328259228158716E-4,2.9539326003067887E-4,2.40215233394822E-4,6.805595145519032E-5,1.487848643808851E-4,3.670536803915059E-5,3.902756390798269E-5,1.671965531316558E-4,9.124212162662281E-5,1.9128402571838161E-4,0.07503185153135042,1.8880652197248728E-4,7.601633882427372E-5,2.0423962288551137E-4,6.192473184367171E-4,3.5944073125956896E-5,1.540572898672503E-4,4.790000673924942E-4,0.04051912932606377
4,1.324726476923751E-4,1.5087366264111496E-4,2.0575127720489966E-4,1.0988723726486301E-5,3.0150726045705573E-4,6.62742119324413E-5,5.5161487786563226E-5,6.107143647893463E-5,0.0022725929765377065,1.2576461868407855E-4,1.1652562251048069E-4,0.0028038806208365414,4.656266033574107E-5,0.12967066848302078,0.45002468216856534,6.366806486986859E-5,3.267781472383064E-5,1.2687260860809785E-4,7.031083178779302E-5,0.02498037221405985,1.7578109554165593E-4,1.2530512871873907E-4,2.907505038299762E-4,3.6205553216562983E-4,2.327685480517945E-4,0.3869941111612207,1.0832532156359361E-4,7.606057443385844E-5,1.3590481027705054E-4,1.8025793173709462E-4
5,1.8499824416715526E-4,0.09532662290991067,0.14153022784904049,3.202602932654399E-5,8.904343980316397E-5,9.437739155346796E-5,0.14819640810607454,9.505628183275582E-5,2.0144547471627564E-4,2.733393570351894E-4,4.991189077122682E-4,0.0016524682600135337,4.009954860919206E-5,2.691807741009998E-4,0.015566474376524784,1.331750097104903E-4,4.4185259390447704E-5,4.8046079469656435E-5,5.091773426430668E-5,3.259727303253646E-4,2.2978589856960168E-4,2.9213438013288404E-4,3.395627031554368E-4,1.9168395158290427E-4,6.416776957570292E-4,0.5929734135689811,1.412760072324369E-4,1.6944920135631916E-4,8.187213327752586E-5,2.8596069637337816E-4
6,1.346288810147794E-4,4.25227985268745E-5,2.86558726767325E-4,6.717315864243284E-5,7.80928891615095E-5,1.0538436071115226E-4,7.089832741768834E-5,7.588577770549344E-5,1.8420490740018221E-4,0.5986424676681861,0.17718173647443108,6.581041710332521E-4,7.350805315190564E-5,1.604333865343275E-4,7.694344766091845E-4,7.893833292302095E-5,8.842095302142502E-5,2.2605322862994462E-5,2.1643170431289663E-4,9.727926312270375E-5,1.1113260358093997E-4,0.12143334446535306,0.09506334227394751,1.0403504658767463E-4,3.75107123057247E-5,3.868702667213099E-4,5.519834411388134E-5,1.0570517249517964E-4,0.0022724449037797253,0.0013957065775786442
8,7.845772594268842E-4,9.238357242246791E-4,6.519724912237248E-5,1.7562692902764113E-4,1.4460661353399962E-4,0.02017701606056685,7.156319296952348E-5,4.348694046778858E-4,3.7247353809765916E-4,2.0940943750280381E-4,0.12178298727626072,8.043015299781181E-4,5.659177675319609E-5,2.6334999904885245E-4,7.109099652198927E-5,1.906413404460363E-4,7.358342395822682E-4,1.111778330218223E-4,1.2774262184248763E-4,0.06516643714794726,1.4583783676150002E-4,0.09857499715358996,0.10788547348260812,3.3961929095042834E-4,6.268918802794715E-4,0.3634360736070174,3.9839783787779955E-5,1.7311833507129614E-4,1.551571536159006E-4,0.21595366130576515
9,5.9311010462404924E-5,0.031075836720365273,4.919778731508362E-4,2.9247180924403294E-5,4.315394031211089E-4,7.942495834410259E-5,0.40395253263063213,4.2937503101317105E-4,4.417046110497126E-5,1.1406657874258985E-4,1.6937563925417727E-4,0.005258091773796727,0.5250137402114567,6.044597708642107E-5,1.1645730315445957E-4,4.0772751394556075E-5,5.043015446220763E-5,1.3031342495693403E-5,3.809657908908882E-5,1.3751672114524496E-4,1.270993110923114E-4,3.2481705657956015E-5,1.0595037608426433E-4,5.0389750044579615E-5,2.533451779968559E-4,1.2420086611455067E-4,2.3308958793017185E-4,1.4812668201059017E-4,4.749754294534125E-5,0.03127237869892663
11,3.1308244109743045E-5,8.136089739514102E-5,4.852391195889307E-5,1.0694253821972106E-4,3.0468917864886696E-5,0.07277134574508168,7.469102578851386E-5,1.1640953211523645E-4,0.0244422630701181,9.395108479134739E-5,0.3602405930202463,6.361555886962687E-5,1.6822637947339972E-4,1.2505668531988994E-4,0.0857399188072577,2.1343178799212306E-4,2.2911448860619884E-4,4.264293702817018E-5,4.5045585700091135E-5,0.3483252132150754,0.027051756581656063,1.1232575369214397E-4,8.849466183448103E-5,5.856031653949933E-5,1.4339649455183498E-4,0.07841371974307546,6.948372780287329E-4,8.167196678048821E-5,2.331135529890953E-4,1.320002178400178E-4
12,2.7602863835580088E-5,5.7166541375582596E-5,0.007796997272088357,4.729066365152687E-5,2.1775665515099597E-4,1.754273870630938E-4,1.908940275631271E-4,9.30598086491789E-5,3.66894209507078E-5,8.681146680454746E-5,4.223036501524648E-5,4.795803888686894E-5,1.509311297619517E-4,3.082142394281164E-4,0.1701181293173025,6.899564105854277E-5,1.1741052525912693E-4,9.503344989568719E-6,6.37527915969713E-5,0.04393736309809652,7.783924267350946E-4,4.034828363451997E-5,6.293234081686885E-5,5.1627254541369474E-5,2.91950225404831E-4,3.359556752704899E-4,0.7747049662006785,3.0478379271456836E-5,1.4673228958797444E-5,9.449138615990775E-5
